tour_id,senti,senti_count,senti_sum,senti_avg
3981,"[['고급', 2], ['최고', 2], ['친절', 2], ['소음', -1], ['곰팡이', -2]]",5,3,0.6
3984,"[['최고', 2]]",1,2,2.0
3989,"[['최고', 2], ['친절', 2], ['친구', 1], ['휴식', 1], ['실망', -2]]",5,4,0.8
3991,"[['최고', 2], ['ㅠ', -1]]",2,1,0.5
3992,"[['최고', 2]]",1,2,2.0
4001,"[['고급', 2], ['최고', 2], ['기대', 1], ['스트레스', -2], ['실망', -2], ['짜증', -2], ['해', -2], ['후회', -2]]",8,-5,-0.625
4003,"[['만족', 2], ['친절', 2], ['따름', 1], ['식중독', -1], ['피해', -1], ['불평', -2], ['상한', -2], ['최악', -2], ['후회', -2]]",9,-5,-0.5555555555555556
4004,"[['최고', 2], ['친절', 2], ['부족', -1]]",3,3,1.0
4006,"[['손해', -2]]",1,-2,-2.0
4022,"[['감사', 2], ['고급', 2], ['최고', 2], ['친절', 2]]",4,8,2.0
4023,"[['감사', 2], ['개선', 2], ['최고', 2]]",3,6,2.0
4024,"[['최고', 2], ['능력', 1], ['찬사', 1]]",3,4,1.3333333333333333
4034,"[['최고', 2], ['부족', -1]]",2,1,0.5
4037,"[['최고', 2]]",1,2,2.0
4040,"[['최고', 2], ['ㅉ', -1]]",2,1,0.5
4042,"[['강추', 2], ['덕', 2], ['만족', 2], ['친절', 2]]",4,8,2.0
4045,"[['안전', 2], ['최고', 2], ['빛', 1]]",3,5,1.6666666666666667
4047,"[['최고', 2]]",1,2,2.0
4048,"[['짐', -1], ['불평', -2]]",2,-3,-1.5
4051,"[['맛', 2], ['최고', 2], ['호의', 2]]",3,6,2.0
4052,"[['감사', 2], ['최고', 2], ['의혹', -1]]",3,3,1.0
4053,"[['최고', 2], ['친절', 2]]",2,4,2.0
4054,"[['짜증', -2]]",1,-2,-2.0
4055,"[['최고', 2], ['휴식', 1], ['손해', -2]]",3,1,0.3333333333333333
4056,"[['못', 0]]",1,0,0.0
4058,"[['맛', 2], ['최고', 2], ['친절', 2]]",3,6,2.0
4060,"[['최고', 2]]",1,2,2.0
4062,"[['고급', 2], ['만족', 2], ['맛', 2], ['최고', 2], ['친절', 2], ['행복', 2], ['흡족', 2], ['기대', 1], ['도움', 1], ['유명', 1], ['품격', 1], ['구토', -1], ['가짜', -2], ['실망', -2]]",14,13,0.9285714285714286
4063,"[['최고', 2], ['오염', -1]]",2,1,0.5
4066,"[['최고', 2]]",1,2,2.0
4069,"[['맛', 2], ['사랑', 2], ['우수', 2], ['최고', 2], ['친절', 2], ['부족', -1], ['해', -2]]",7,7,1.0
4070,"[['맛', 2], ['최고', 2], ['정', 1], ['존경', 1], ['ㅉ', -1], ['최악', -2], ['해', -2]]",7,1,0.14285714285714285
4073,"[['맛', 2], ['최고', 2], ['열정', 1], ['빚', -2], ['최악', -2]]",5,1,0.2
4076,"[['아쉬움', -1]]",1,-1,-1.0
4077,"[['만족', 2], ['최고', 2], ['친절', 2], ['안심', 1], ['최상', 1], ['실수', -1], ['아쉬움', -1], ['불편', -2]]",8,4,0.5
4079,"[['대상', 1], ['친구', 1], ['피부병', -2]]",3,0,0.0
4081,"[['감사', 2], ['강추', 2], ['재미', 2], ['최고', 2], ['친절', 2], ['편안', 2], ['헌신적', 2], ['소망', 1], ['안락', 1], ['여유', 1], ['친구', 1], ['휴식', 1], ['짐', -1], ['걱정', -2], ['불편', -2], ['해', -2]]",16,12,0.75
4084,"[['최고', 2]]",1,2,2.0
4085,"[['만족', 2]]",1,2,2.0
4089,"[['맛', 2], ['최고', 2], ['부족', -1]]",3,3,1.0
4092,"[['강추', 2], ['최고', 2], ['인정', 1]]",3,5,1.6666666666666667
4094,"[['맛', 2], ['최고', 2]]",2,4,2.0
4097,"[['만족', 2], ['맛', 2], ['최고', 2]]",3,6,2.0
4100,"[['최고', 2], ['최고급', 2]]",2,4,2.0
4101,"[['부족', -1]]",1,-1,-1.0
4103,"[['맛', 2], ['최고', 2], ['친절', 2], ['기대', 1], ['부족', -1]]",5,6,1.2
4105,"[['친절', 2]]",1,2,2.0
4106,"[['맛', 2], ['친절', 2], ['안락', 1], ['친구', 1], ['먼지', -1], ['최악', -2]]",6,3,0.5
4107,"[['최고', 2]]",1,2,2.0
4108,"[['강추', 2], ['최고', 2], ['친절', 2], ['모양', 0]]",4,6,1.5
4110,"[['여유', 1]]",1,1,1.0
4113,"[['최고', 2]]",1,2,2.0
4119,"[['만족', 2], ['최고', 2], ['정상', 1], ['휴식', 1], ['해', -2]]",5,4,0.8
4121,"[['감사', 2], ['고급', 2], ['친절', 2], ['도움', 1], ['피', 0]]",5,7,1.4
4123,"[['최고', 2], ['실망', -2]]",2,0,0.0
4136,"[['강추', 2], ['만족', 2], ['최고', 2], ['친절', 2], ['함박', 2], ['기대', 1], ['보람', 1], ['실망', -2]]",8,10,1.25
4139,"[['아름다움', 2]]",1,2,2.0
4140,"[['최고', 2]]",1,2,2.0
4141,"[['장점', 2]]",1,2,2.0
4142,"[['최고', 2]]",1,2,2.0
4144,"[['열정', 1]]",1,1,1.0
4147,"[['최고', 2], ['친구', 1]]",2,3,1.5
4152,"[['감사', 2], ['빛', 1], ['친구', 1]]",3,4,1.3333333333333333
4153,"[['만족', 2], ['최고', 2], ['도둑', -1], ['실망', -2], ['욕', -2], ['짜증', -2]]",6,-3,-0.5
4159,"[['최고', 2]]",1,2,2.0
4161,"[['강추', 2], ['고급', 2], ['만족', 2], ['맑은', 2], ['맛', 2], ['최고', 2], ['친절', 2], ['기대', 1], ['대접', 1], ['유명', 1], ['인기', 1], ['친구', 1], ['ㅜ', -1], ['겁', -1], ['부족', -1], ['아쉬움', -1], ['안달', -1], ['짐', -1], ['걱정', -2], ['마이너스', -2], ['실망', -2], ['해', -2], ['혐오', -2], ['환상', -2], ['후회', -2]]",25,-1,-0.04
4163,"[['강추', 2], ['짜증', -2]]",2,0,0.0
4165,"[['감동', 2], ['고급', 2], ['귀', 2], ['만족', 2], ['맛', 2], ['최고', 2], ['부족', -1], ['수선', -1], ['실망', -2]]",9,8,0.8888888888888888
4167,"[['기대', 1]]",1,1,1.0
4170,"[['강추', 2], ['맛', 2], ['최고', 2], ['친절', 2], ['정', 1], ['ㅅ', -1], ['욕', -2]]",7,6,0.8571428571428571
4176,"[['ㅜ', -1], ['최악', -2]]",2,-3,-1.5
4178,"[['최고', 2]]",1,2,2.0
4181,"[['발전', 1], ['자비', 1]]",2,2,1.0
4184,"[['기대', 1], ['부족', -1]]",2,0,0.0
4188,"[['최고', 2]]",1,2,2.0
4190,"[['친절', 2]]",1,2,2.0
4193,"[['화', -2]]",1,-2,-2.0
4194,"[['최고', 2]]",1,2,2.0
4195,"[['맛', 2], ['최고', 2], ['친절', 2], ['킹', 2], ['기대', 1], ['욕심', -1], ['최악', -2], ['해', -2]]",8,4,0.5
4196,"[['최고', 2], ['기대', 1], ['친구', 1], ['최악', -2]]",4,2,0.5
4200,"[['최고', 2], ['피', 0], ['후회', -2]]",3,0,0.0
4201,"[['최고', 2]]",1,2,2.0
4206,"[['최고', 2], ['편안', 2]]",2,4,2.0
4210,"[['만족', 2], ['맛', 2], ['최고', 2], ['부자', 1], ['구토', -1], ['까', -1], ['걱정', -2], ['후회', -2]]",8,1,0.125
4213,"[['친절', 2], ['최악', -2], ['화', -2]]",3,-2,-0.6666666666666666
4214,"[['병', -2], ['부담', -2]]",2,-4,-2.0
4215,"[['최고', 2], ['병', -2]]",2,0,0.0
4219,"[['최고', 2]]",1,2,2.0
4220,"[['최고', 2]]",1,2,2.0
4221,"[['사랑', 2], ['최고', 2], ['벗', 1], ['운', 1]]",4,6,1.5
4225,"[['최고', 2]]",1,2,2.0
4226,"[['강추', 2], ['맛', 2], ['최고', 2], ['친절', 2], ['친구', 1], ['ㅜ', -1], ['ㅠ', -1], ['식중독', -1]]",8,6,0.75
4229,"[['성', 0]]",1,0,0.0
4232,"[['운', 1]]",1,1,1.0
4234,"[['최고', 2]]",1,2,2.0
4245,"[['최고', 2]]",1,2,2.0
4247,"[['친절', 2], ['아쉬움', -1]]",2,1,0.5
4248,"[['맛', 2], ['기대', 1]]",2,3,1.5
4251,"[['최고', 2]]",1,2,2.0
4253,"[['최고', 2]]",1,2,2.0
4255,"[['안전', 2], ['먼지', -1]]",2,1,0.5
4258,"[['최고', 2]]",1,2,2.0
4259,"[['노', -2]]",1,-2,-2.0
4265,"[['최고', 2], ['소음', -1]]",2,1,0.5
4266,"[['최고', 2]]",1,2,2.0
4267,"[['최고', 2], ['친절', 2]]",2,4,2.0
4270,"[['감동', 2], ['감사', 2], ['사랑', 2], ['축복', 2], ['예방', 1]]",5,9,1.8
4279,"[['최고', 2], ['친절', 2], ['기대', 1], ['친구', 1]]",4,6,1.5
4280,"[['감동', 2], ['만족', 2], ['친절', 2], ['친구', 1]]",4,7,1.75
4281,"[['만족', 2], ['최고', 2], ['최고급', 2], ['성', 0]]",4,6,1.5
4282,"[['만족', 2], ['최고', 2]]",2,4,2.0
4283,"[['짐', -1]]",1,-1,-1.0
4286,"[['우수', 2]]",1,2,2.0
4287,"[['최고', 2], ['친절', 2], ['안도', 1], ['아쉬움', -1], ['걱정', -2]]",5,2,0.4
4292,"[['친절', 2]]",1,2,2.0
4295,"[['강추', 2], ['최고', 2], ['친절', 2], ['편안', 2], ['눈물', -1], ['함정', -1]]",6,6,1.0
4298,"[['강추', 2], ['만족', 2], ['최고', 2], ['친절', 2], ['정', 1], ['위기', -1], ['짐', -1], ['곰팡이', -2], ['부담', -2], ['악의', -2], ['최악', -2], ['화', -2]]",12,-3,-0.25
4300,"[['강추', 2], ['최고', 2], ['친절', 2], ['ㅠ', -1], ['부족', -1], ['불편', -2]]",6,2,0.3333333333333333
4304,"[['감사', 2], ['만족', 2], ['친절', 2]]",3,6,2.0
4305,"[['만족', 2]]",1,2,2.0
4306,"[['최고', 2]]",1,2,2.0
4307,"[['최고', 2]]",1,2,2.0
4308,"[['감동', 2], ['맛', 2], ['장점', 2], ['최고', 2], ['친절', 2], ['행복', 2], ['기대', 1], ['대접', 1], ['친구', 1], ['못', 0], ['겁', -1], ['죽음', -1], ['망신', -2], ['실망', -2]]",14,9,0.6428571428571429
4310,"[['최고', 2]]",1,2,2.0
4315,"[['맛', 2], ['최고', 2]]",2,4,2.0
4316,"[['최고', 2], ['기대', 1]]",2,3,1.5
4317,"[['감사', 2], ['만족', 2], ['맛', 2], ['최고', 2], ['친절', 2], ['인정', 1], ['불편', -2], ['짜증', -2], ['최악', -2], ['후회', -2]]",10,3,0.3
4318,"[['최고', 2], ['발전', 1], ['휴식', 1], ['ㅜ', -1], ['공포', -2], ['해', -2]]",6,-1,-0.16666666666666666
4320,"[['최고', 2]]",1,2,2.0
4322,"[['친절', 2], ['성', 0], ['먼지', -1], ['최악', -2]]",4,-1,-0.25
4323,"[['최고', 2]]",1,2,2.0
4326,"[['최고', 2], ['친절', 2], ['부족', -1]]",3,3,1.0
4327,"[['최고', 2], ['친절', 2], ['부족', -1]]",3,3,1.0
4328,"[['강추', 2], ['만족', 2], ['맛', 2], ['최고', 2], ['친절', 2], ['대접', 1], ['안심', 1], ['정', 1], ['친구', 1], ['합리적', 1]]",10,15,1.5
4330,"[['감사', 2], ['최고', 2], ['친절', 2]]",3,6,2.0
4337,"[['최고', 2]]",1,2,2.0
4338,"[['편안', 2], ['부족', -1]]",2,1,0.5
4345,"[['장점', 2], ['최고', 2], ['친절', 2], ['짜증', -2]]",4,4,1.0
4346,"[['만족', 2], ['최고', 2], ['친절', 2], ['실망', -2]]",4,4,1.0
4350,"[['최고', 2]]",1,2,2.0
4354,"[['명성', 2], ['재미', 2], ['최고', 2]]",3,6,2.0
4355,"[['최고', 2], ['피해', -1]]",2,1,0.5
4357,"[['만족', 2], ['멋', 2], ['최고', 2], ['친절', 2], ['여유', 1], ['진리', 1], ['친구', 1], ['성', 0], ['ㅜ', -1], ['ㅠ', -1], ['짐', -1], ['과음', -2], ['해', -2], ['환상', -2]]",14,2,0.14285714285714285
4358,"[['만족', 2], ['친절', 2]]",2,4,2.0
4368,"[['최고', 2]]",1,2,2.0
4369,"[['최고', 2], ['함정', -1], ['불편', -2]]",3,-1,-0.3333333333333333
4370,"[['최고', 2], ['발전', 1], ['낭비', -1]]",3,2,0.6666666666666666
4371,"[['최고', 2]]",1,2,2.0
4372,"[['최고', 2], ['친절', 2], ['기대', 1], ['대가', 1], ['ㅠ', -1], ['설사', -1], ['아쉬움', -1], ['해', -2]]",8,1,0.125
4373,"[['재미', 2], ['최고', 2], ['할인', 1], ['ㅜ', -1], ['ㅠ', -1], ['최악', -2]]",6,1,0.16666666666666666
4374,"[['최고', 2], ['친절', 2], ['합리적', 1], ['걱정', -2], ['최악', -2]]",5,1,0.2
4378,"[['강추', 2], ['고급', 2], ['만족', 2], ['최고', 2], ['친절', 2], ['칭찬', 2], ['기대', 1], ['진리', 1], ['친구', 1], ['일류', -1], ['저급', -1], ['짐', -1], ['피로', -1], ['불편', -2], ['실망', -2], ['욕', -2], ['최악', -2]]",17,3,0.17647058823529413
4379,"[['최고', 2], ['아쉬움', -1]]",2,1,0.5
4382,"[['최고', 2], ['흥미', 1], ['부담', -2], ['창피', -2]]",4,-1,-0.25
4384,"[['최고', 2], ['편안', 2], ['편안', 2]]",3,6,2.0
4391,"[['능력', 1], ['적극', 1]]",2,2,1.0
4392,"[['최고', 2]]",1,2,2.0
4401,"[['멋', 2], ['최고', 2], ['인기', 1], ['못', 0], ['욕', -2]]",5,3,0.6
4404,"[['도덕적', 2], ['맛', 2], ['최고', 2], ['믿음', 1], ['거짓말', -2]]",5,5,1.0
4406,"[['강추', 2], ['덕', 2], ['맛', 2], ['최고', 2], ['친절', 2], ['인정', 1], ['정', 1], ['필수', 1], ['ㅉ', -1], ['ㅠ', -1], ['중독', -1], ['불편', -2], ['상한', -2], ['최악', -2]]",14,4,0.2857142857142857
4407,"[['최고', 2], ['ㅜ', -1], ['ㅠ', -1]]",3,0,0.0
4408,"[['최고', 2], ['기대', 1], ['예술적', 1], ['실망', -2]]",4,2,0.5
4409,"[['최고', 2], ['기대', 1], ['예술적', 1], ['실망', -2]]",4,2,0.5
4410,"[['맛', 2], ['최고', 2], ['친구', 1], ['먼지', -1], ['걱정', -2], ['실망', -2]]",6,0,0.0
4414,"[['최고', 2]]",1,2,2.0
4418,"[['최고', 2]]",1,2,2.0
4421,"[['진리', 1]]",1,1,1.0
4423,"[['최고', 2]]",1,2,2.0
4424,"[['최고', 2]]",1,2,2.0
4426,"[['최고', 2], ['정상', 1]]",2,3,1.5
4427,"[['최고', 2], ['운', 1], ['환상', -2]]",3,1,0.3333333333333333
4428,"[['감탄', 2], ['멋', 2], ['안전', 2], ['최고', 2], ['적극', 1], ['정', 1], ['살인', -1]]",7,9,1.2857142857142858
4432,"[['감사', 2], ['ㅠ', -1]]",2,1,0.5
4433,"[['최고', 2]]",1,2,2.0
4434,"[['ㅠ', -1], ['최악', -2], ['해', -2]]",3,-5,-1.6666666666666667
4435,"[['강추', 2], ['고급', 2], ['만족', 2], ['맛', 2], ['최고', 2], ['친절', 2], ['개성', 1], ['기대', 1], ['대접', 1], ['애정', 1], ['인정', 1], ['친구', 1], ['모양', 0], ['못', 0], ['ㅠ', -1], ['그놈', -1], ['무관심', -1], ['짐', -1], ['불쾌감', -2], ['불편', -2], ['실망', -2], ['중상', -2], ['화', -2], ['후회', -2]]",24,2,0.08333333333333333
4436,"[['만족', 2], ['친절', 2], ['적극', 1]]",3,5,1.6666666666666667
4438,"[['개선', 2], ['만족', 2], ['맛', 2], ['최고', 2], ['친절', 2], ['대접', 1], ['정', 1], ['진리', 1], ['미안', -1], ['아쉬움', -1], ['짐', -1], ['거짓말', -2], ['실망', -2], ['최악', -2], ['화', -2]]",15,2,0.13333333333333333
4440,"[['최고', 2], ['여유', 1], ['해', -2]]",3,1,0.3333333333333333
4441,"[['최고', 2]]",1,2,2.0
4443,"[['고급', 2], ['맛', 2], ['사랑', 2], ['최고', 2], ['행복', 2], ['보람', 1], ['이벤트', 1], ['친구', 1], ['필수', 1], ['피', 0], ['ㅜ', -1], ['ㅠ', -1], ['겁', -1], ['바이러스', -1], ['부족', -1], ['배탈', -2], ['비추', -2], ['최악', -2], ['해', -2]]",19,1,0.05263157894736842
4444,"[['친절', 2], ['추위', -1]]",2,1,0.5
4446,"[['최고', 2], ['친절', 2], ['의심', -1], ['가짜', -2], ['걱정', -2], ['짜증', -2]]",6,-3,-0.5
4447,"[['해', -2]]",1,-2,-2.0
4448,"[['맛', 2], ['최고', 2], ['친절', 2], ['행복', 2], ['운', 1], ['정', 1], ['못', 0], ['ㅜ', -1], ['포기', -1], ['불편', -2], ['비추', -2], ['최악', -2]]",12,2,0.16666666666666666
4452,"[['최고', 2]]",1,2,2.0
4453,"[['만족', 2], ['명성', 2]]",2,4,2.0
4454,"[['최고', 2]]",1,2,2.0
4457,"[['최고', 2]]",1,2,2.0
4458,"[['고급', 2], ['사랑', 2], ['최고', 2], ['불만', -2], ['최악', -2]]",5,2,0.4
4460,"[['최고', 2]]",1,2,2.0
4461,"[['만족', 2], ['맛', 2], ['최고', 2], ['대가', 1], ['필수', 1], ['상혼', -2]]",6,6,1.0
4466,"[['친구', 1]]",1,1,1.0
4473,"[['강추', 2], ['피로', -1]]",2,1,0.5
4478,"[['만족', 2], ['장점', 2], ['최고', 2], ['가치', 1], ['할인', 1], ['불량', -2]]",6,6,1.0
4479,"[['만족', 2], ['행복', 2], ['정', 1]]",3,5,1.6666666666666667
4480,"[['최고', 2], ['친절', 2], ['편안', 2], ['행복', 2], ['여유', 1], ['휴식', 1], ['ㅠ', -1], ['실수', -1], ['짐', -1], ['병', -2], ['불편', -2]]",11,3,0.2727272727272727
4489,"[['만족', 2], ['맛', 2], ['최고', 2], ['친절', 2], ['신선', 1], ['친구', 1], ['고집', -1], ['아쉬움', -1], ['짐', -1], ['가난', -2], ['실망', -2], ['최악', -2], ['환상', -2]]",13,-1,-0.07692307692307693
4490,"[['감사', 2], ['최고', 2], ['행복', 2]]",3,6,2.0
4491,"[['불편', -2]]",1,-2,-2.0
4496,"[['편안', 2]]",1,2,2.0
4504,"[['강추', 2], ['개선', 2], ['최고', 2], ['해', -2]]",4,4,1.0
4505,"[['최고', 2]]",1,2,2.0
4506,"[['강추', 2], ['최고', 2], ['흥행', 2], ['할인', 1]]",4,7,1.75
4510,"[['사랑', 2], ['최고', 2], ['친구', 1], ['충격', -1]]",4,4,1.0
4511,"[['감사', 2], ['최고', 2], ['친절', 2], ['짐', -1], ['병', -2], ['해', -2]]",6,1,0.16666666666666666
4512,"[['최고', 2]]",1,2,2.0
4513,"[['우수', 2], ['가래', -1], ['최악', -2]]",3,-1,-0.3333333333333333
4524,"[['최고', 2], ['자비', 1], ['살해', -1], ['포기', -1], ['실망', -2]]",5,-1,-0.2
4525,"[['진실', 1], ['겁', -1]]",2,0,0.0
4526,"[['최고', 2], ['부족', -1], ['호', -1]]",3,0,0.0
4527,"[['장점', 2], ['최고', 2], ['친절', 2], ['못', 0], ['ㅜ', -1], ['짐', -1], ['어려움', -2]]",7,2,0.2857142857142857
4531,"[['최고', 2]]",1,2,2.0
4533,"[['최고', 2]]",1,2,2.0
4534,"[['맛', 2], ['친절', 2]]",2,4,2.0
4537,"[['정상', 1], ['천사', 1]]",2,2,1.0
4540,"[['감동', 2], ['사랑', 2], ['재미', 2], ['최고', 2], ['기대', 1], ['여유', 1], ['운', 1], ['인기', 1], ['정', 1], ['정상', 1], ['피', 0], ['설사', -1], ['짐', -1], ['아픔', -2], ['해', -2], ['화', -2]]",16,6,0.375
4545,"[['최고', 2], ['못난이', -2]]",2,0,0.0
4546,"[['겁', -1], ['먼지', -1]]",2,-2,-1.0
4548,"[['최고', 2]]",1,2,2.0
4550,"[['최고', 2]]",1,2,2.0
4551,"[['덕', 2], ['최고', 2], ['기대', 1], ['대가', 1], ['피해', -1], ['거짓말', -2], ['해', -2]]",7,1,0.14285714285714285
4552,"[['최고', 2]]",1,2,2.0
4553,"[['장점', 2], ['싸움', -1], ['피해', -1], ['최악', -2]]",4,-2,-0.5
4554,"[['감동', 2], ['최고', 2], ['친절', 2], ['보람', 1], ['여유', 1], ['인기', 1], ['정상', 1], ['실망', -2]]",8,8,1.0
4555,"[['맛', 2], ['최고', 2], ['발전', 1], ['ㅠ', -1]]",4,4,1.0
4558,"[['만족', 2], ['최고', 2], ['행복', 2], ['ㅜ', -1], ['ㅠ', -1], ['거짓말', -2]]",6,2,0.3333333333333333
4561,"[['최고', 2], ['친절', 2]]",2,4,2.0
4562,"[['재미', 2], ['최고', 2], ['가치', 1], ['불편', -2], ['장애인', -2]]",5,1,0.2
4564,"[['강추', 2], ['고급', 2], ['장점', 2], ['최고', 2], ['친절', 2], ['행복', 2], ['엘리트', 1], ['할인', 1], ['혜택', 1], ['ㅜ', -1], ['아쉬움', -1], ['죽이', -2], ['최악', -2], ['화', -2]]",14,7,0.5
4566,"[['강추', 2], ['맛', 2], ['명성', 2], ['사랑', 2], ['이득', 2], ['재미', 2], ['최고', 2], ['친절', 2], ['활기', 2], ['기대', 1], ['대접', 1], ['발전', 1], ['친구', 1], ['필수', 1], ['ㅠ', -1], ['중독', -1], ['호', -1], ['시들시들', -2], ['실망', -2], ['욕', -2], ['짜증', -2], ['최악', -2], ['해', -2], ['혐오', -2], ['화가', -2]]",25,4,0.16
4567,"[['친절', 2]]",1,2,2.0
4568,"[['최고', 2]]",1,2,2.0
4570,"[['최고', 2], ['완성', 1], ['모양', 0], ['ㅗ', -1], ['마약', -1]]",5,1,0.2
4573,"[['최고', 2], ['훼손', -1]]",2,1,0.5
4575,"[['사랑', 2]]",1,2,2.0
4579,"[['최고', 2], ['유명', 1], ['못난이', -2], ['실망', -2], ['최악', -2]]",5,-3,-0.6
4583,"[['최고', 2], ['편리', 2], ['대가', 1], ['피', 0]]",4,5,1.25
4585,"[['멋', 2], ['최고', 2], ['진리', 1], ['미안', -1], ['짐', -1]]",5,3,0.6
4588,"[['최고', 2], ['친절', 2], ['정', 1], ['향상', 1], ['ㅠ', -1], ['노숙자', -1], ['짐', -1], ['최악', -2], ['화가', -2]]",9,-1,-0.1111111111111111
4591,"[['ㅠ', -1]]",1,-1,-1.0
4592,"[['최고', 2], ['부담', -2]]",2,0,0.0
4593,"[['만족', 2], ['최고', 2], ['시망', -2]]",3,2,0.6666666666666666
4594,"[['만족', 2], ['최고', 2], ['시망', -2]]",3,2,0.6666666666666666
4597,"[['최고', 2]]",1,2,2.0
4599,"[['강추', 2], ['덕', 2], ['만족', 2], ['맛', 2], ['사랑', 2], ['재미', 2], ['최고', 2], ['친절', 2], ['칭찬', 2], ['편안', 2], ['흡족', 2], ['가치', 1], ['기대', 1], ['신뢰', 1], ['운', 1], ['인기', 1], ['못', 0], ['피', 0], ['ㅠ', -1], ['겁', -1], ['미안', -1], ['아', -1], ['아쉬움', -1], ['의심', -1], ['지경', -1], ['짐', -1], ['창', -1], ['충격', -1], ['부담', -2], ['실망', -2], ['욕', -2], ['최악', -2], ['해', -2], ['화', -2], ['후회', -2]]",35,3,0.08571428571428572
4600,"[['최고', 2]]",1,2,2.0
4601,"[['성공', 2]]",1,2,2.0
4602,"[['감사', 2], ['만족', 2], ['안전', 2], ['최고', 2], ['친절', 2], ['편리', 2], ['흡족', 2], ['친구', 1], ['필수', 1], ['고함', -1], ['짐', -1], ['걱정', -2], ['자해', -2]]",13,10,0.7692307692307693
4603,"[['감동', 2], ['감사', 2], ['강추', 2], ['고급', 2], ['멋', 2], ['최고', 2], ['친절', 2], ['친구', 1], ['먼지', -1], ['불편', -2]]",10,12,1.2
4606,"[['감사', 2], ['최고', 2], ['편안', 2], ['여유', 1], ['친구', 1], ['할인', 1], ['화가', -2]]",7,7,1.0
4607,"[['최고', 2], ['향상', 1], ['실망', -2], ['최악', -2]]",4,-1,-0.25
4608,"[['재미', 2]]",1,2,2.0
4609,"[['최고', 2], ['편리', 2]]",2,4,2.0
4610,"[['최고', 2]]",1,2,2.0
4613,"[['최고', 2]]",1,2,2.0
4615,"[['감사', 2], ['최고', 2], ['친절', 2], ['먼지', -1], ['짜증', -2]]",5,3,0.6
4619,"[['최고', 2]]",1,2,2.0
4621,"[['사랑', 2], ['최고', 2], ['기대', 1], ['여유', 1], ['친구', 1], ['겁', -1], ['아쉬움', -1], ['무서움', -2]]",8,3,0.375
4622,"[['기대', 1], ['최악', -2]]",2,-1,-0.5
4623,"[['감동', 2], ['최고', 2], ['평온', 2], ['기대', 1], ['안심', 1], ['부족', -1], ['실망', -2]]",7,5,0.7142857142857143
4624,"[['맛', 2], ['조화', 2], ['최고', 2], ['친절', 2], ['짐', -1], ['해', -2]]",6,5,0.8333333333333334
4626,"[['만족', 2], ['재미', 2], ['최고', 2], ['기대', 1], ['ㅠ', -1], ['안', -1], ['실망', -2]]",7,3,0.42857142857142855
4627,"[['후회', -2]]",1,-2,-2.0
4628,"[['최고', 2]]",1,2,2.0
4635,"[['친절', 2], ['친구', 1], ['불편', -2]]",3,1,0.3333333333333333
4638,"[['감탄', 2], ['강추', 2], ['맛', 2], ['멋', 2], ['최고', 2], ['친절', 2], ['기대', 1], ['여유', 1], ['운', 1], ['인기', 1], ['인정', 1], ['필수', 1], ['ㅠ', -1], ['겉치레', -1], ['먼지', -1], ['부족', -1], ['죽음', -1], ['충격', -1], ['불편', -2], ['실망', -2]]",20,8,0.4
4642,"[['감사', 2], ['강추', 2], ['고급', 2], ['만족', 2], ['맛', 2], ['최고', 2], ['최상급', 2], ['친절', 2], ['킹', 2], ['행복', 2], ['기대', 1], ['여유', 1], ['인기', 1], ['친구', 1], ['ㅜ', -1], ['ㅠ', -1], ['창', -1], ['불쾌감', -2], ['죄', -2]]",19,17,0.8947368421052632
4647,"[['운', 1], ['ㅠ', -1]]",2,0,0.0
4648,"[['최고', 2]]",1,2,2.0
4653,"[['맛', 2], ['최고', 2], ['친절', 2], ['겁', -1], ['불편', -2], ['최악', -2], ['후회', -2]]",7,-1,-0.14285714285714285
4655,"[['친절', 2]]",1,2,2.0
4660,"[['강추', 2], ['고급', 2], ['만족', 2], ['최고', 2], ['친절', 2], ['최악', -2]]",6,8,1.3333333333333333
4662,"[['친절', 2]]",1,2,2.0
4665,"[['친절', 2]]",1,2,2.0
4670,"[['강추', 2], ['장점', 2], ['최고', 2], ['친절', 2], ['적극', 1], ['친구', 1], ['겁', -1], ['불만', -2], ['해', -2]]",9,5,0.5555555555555556
4671,"[['감사', 2], ['해', -2]]",2,0,0.0
4674,"[['최악', -2]]",1,-2,-2.0
4676,"[['장점', 2], ['싸움', -1], ['피해', -1], ['최악', -2]]",4,-2,-0.5
4678,"[['최고', 2]]",1,2,2.0
4679,"[['감동', 2], ['감사', 2], ['강추', 2], ['덕', 2], ['만족', 2], ['맑은', 2], ['맛', 2], ['사랑', 2], ['최고', 2], ['친절', 2], ['ㅆ', 1], ['기대', 1], ['대상', 1], ['독보적', 1], ['용기', 1], ['유명', 1], ['인정', 1], ['정', 1], ['초월', 1], ['친구', 1], ['클라', 1], ['못', 0], ['피', 0], ['ㅜ', -1], ['ㅠ', -1], ['부족', -1], ['짐', -1], ['거부감', -2], ['걱정', -2], ['부담', -2], ['실망', -2], ['중상', -2], ['최악', -2], ['해', -2], ['환상', -2], ['후회', -2]]",36,9,0.25
4681,"[['최고', 2], ['노인정', -1], ['부족', -1]]",3,0,0.0
4682,"[['만족', 2], ['편안', 2], ['이벤트', 1], ['친구', 1]]",4,6,1.5
4684,"[['최고', 2]]",1,2,2.0
